Blade Position,Thrust,Spin
0,0.434937959,0.075743667
0.125,0.434937959,0.075743667
0.375,1.0051579,0.136517569
0.625,2.585701893,0.072246806
0.875,0.62058934,0.17787356
1,0.62058934,0.17787356
